X,Y,Z
# Scan parameters: Height: 20cm, Layer height: 0.50cm
# Data points below:
1.567,0.000,0.000
1.631,0.006,0.000
1.640,0.013,0.000
1.649,0.019,0.000
1.649,0.026,0.000
1.685,0.033,0.000
1.766,0.042,0.000
1.748,0.048,0.000
1.995,0.063,0.000
1.766,0.062,0.000
1.765,0.069,0.000
1.994,0.086,0.000
2.019,0.095,0.000
1.773,0.091,0.000
1.764,0.097,0.000
2.001,0.118,0.000
2.009,0.126,0.000
1.763,0.118,0.000
1.780,0.126,0.000
1.744,0.130,0.000
1.770,0.139,0.000
1.980,0.164,0.000
1.840,0.159,0.000
1.759,0.159,0.000
1.978,0.187,0.000
1.749,0.172,0.000
2.002,0.205,0.000
1.757,0.187,0.000
1.747,0.193,0.000
1.728,0.198,0.000
1.754,0.208,0.000
1.981,0.242,0.000
1.717,0.217,0.000
1.761,0.229,0.000
1.943,0.261,0.000
1.759,0.243,0.000
1.793,0.255,0.000
2.017,0.295,0.000
2.100,0.316,0.000
1.869,0.288,0.000
2.115,0.335,0.000
1.875,0.305,0.000
1.839,0.306,0.000
1.855,0.316,0.000
2.092,0.365,0.000
1.861,0.332,0.000
1.860,0.340,0.000
1.919,0.358,0.000
1.857,0.354,0.000
1.865,0.363,0.000
1.846,0.367,0.000
1.853,0.376,0.000
2.088,0.432,0.000
1.833,0.387,0.000
1.823,0.392,0.000
1.864,0.409,0.000
1.837,0.411,0.000
1.886,0.429,0.000
1.808,0.419,0.000
2.059,0.486,0.000
1.830,0.439,0.000
2.047,0.500,0.000
2.094,0.520,0.000
1.867,0.472,0.000
1.823,0.468,0.000
1.838,0.480,0.000
2.053,0.544,0.000
1.843,0.496,0.000
1.815,0.497,0.000
2.055,0.571,0.000
2.044,0.577,0.000
1.801,0.516,0.000
1.841,0.535,0.000
2.062,0.608,0.000
1.803,0.539,0.000
1.801,0.546,0.000
1.816,0.559,0.000
1.788,0.558,0.000
1.836,0.581,0.000
1.851,0.593,0.000
1.663,0.540,0.000
1.652,0.544,0.000
1.684,0.562,0.000
1.882,0.636,0.000
1.904,0.652,0.000
1.678,0.582,0.000
1.658,0.582,0.000
1.665,0.592,0.000
1.779,0.641,0.000
1.541,0.562,0.000
1.547,0.571,0.000
1.738,0.649,0.000
2.003,0.757,0.000
1.532,0.586,0.000
1.513,0.585,0.000
1.753,0.686,0.000
1.533,0.607,0.000
1.506,0.603,0.000
1.545,0.626,0.000
1.725,0.707,0.000
1.515,0.628,0.000
1.496,0.627,0.000
1.502,0.636,0.000
1.491,0.638,0.000
1.711,0.740,0.000
1.494,0.654,0.000
1.492,0.659,0.000
1.497,0.669,0.000
1.495,0.675,0.000
1.704,0.778,0.000
1.701,0.784,0.000
1.487,0.692,0.000
1.484,0.698,0.000
1.716,0.816,0.000
1.487,0.714,0.000
1.685,0.818,0.000
1.690,0.828,0.000
1.781,0.881,0.000
1.691,0.845,0.000
1.481,0.747,0.000
1.453,0.740,0.000
1.458,0.750,0.000
1.464,0.760,0.000
1.444,0.758,0.000
1.694,0.897,0.000
1.446,0.773,0.000
1.387,0.748,0.000
1.448,0.789,0.000
1.556,0.855,0.000
1.529,0.848,0.000
1.534,0.859,0.000
1.522,0.860,0.000
1.527,0.871,0.000
1.744,1.004,0.000
1.520,0.883,0.000
1.692,0.992,0.000
1.521,0.899,0.000
1.540,0.919,0.000
1.710,1.029,0.000
1.728,1.049,0.000
1.612,0.988,0.000
1.593,0.985,0.000
1.604,1.001,0.000
1.600,1.007,0.000
1.801,1.143,0.000
1.570,1.005,0.000
1.596,1.030,0.000
1.592,1.037,0.000
1.761,1.157,0.000
1.569,1.039,0.000
1.759,1.175,0.000
1.575,1.062,0.000
1.549,1.053,0.000
1.552,1.064,0.000
1.584,1.095,0.000
1.558,1.086,0.000
1.554,1.092,0.000
1.747,1.238,0.000
1.524,1.089,0.000
1.737,1.252,0.000
1.494,1.086,0.000
1.540,1.128,0.000
1.514,1.118,0.000
1.717,1.279,0.000
1.519,1.141,0.000
1.508,1.141,0.000
1.496,1.142,0.000
1.499,1.153,0.000
1.501,1.164,0.000
1.673,1.308,0.000
1.701,1.341,0.000
1.494,1.187,0.000
1.496,1.199,0.000
1.652,1.335,0.000
1.654,1.346,0.000
1.475,1.211,0.000
1.450,1.200,0.000
1.445,1.205,0.000
1.619,1.361,0.000
1.436,1.217,0.000
1.424,1.217,0.000
1.705,1.468,0.000
1.617,1.403,0.000
1.436,1.256,0.000
1.412,1.245,0.000
1.400,1.244,0.000
1.389,1.244,0.000
1.577,1.423,0.000
1.412,1.284,0.000
1.559,1.430,0.000
1.376,1.272,0.000
1.390,1.295,0.000
1.366,1.282,0.000
1.543,1.460,0.000
1.543,1.472,0.000
1.369,1.317,0.000
1.364,1.322,0.000
1.507,1.472,0.000
1.645,1.619,0.000
1.373,1.363,0.000
1.362,1.362,0.000
1.478,1.490,0.000
1.496,1.520,0.000
1.502,1.538,0.000
1.322,1.364,0.000
1.311,1.363,0.000
1.472,1.543,0.000
1.437,1.518,0.000
1.306,1.391,0.000
1.289,1.383,0.000
1.278,1.382,0.000
1.424,1.553,0.000
1.273,1.399,0.000
1.273,1.410,0.000
1.291,1.441,0.000
1.268,1.427,0.000
1.377,1.561,0.000
1.227,1.403,0.000
1.216,1.402,0.000
1.222,1.420,0.000
1.222,1.431,0.000
1.373,1.621,0.000
1.234,1.468,0.000
1.360,1.631,0.000
1.228,1.484,0.000
1.347,1.642,0.000
1.183,1.453,0.000
1.183,1.464,0.000
1.317,1.644,0.000
1.327,1.670,0.000
1.171,1.485,0.000
1.186,1.517,0.000
1.302,1.678,0.000
1.148,1.492,0.000
1.289,1.689,0.000
1.147,1.515,0.000
1.286,1.712,0.000
1.135,1.524,0.000
1.123,1.521,0.000
1.107,1.511,0.000
1.106,1.523,0.000
1.116,1.548,0.000
1.104,1.546,0.000
1.098,1.550,0.000
1.082,1.540,0.000
1.244,1.784,0.000
1.085,1.570,0.000
1.089,1.589,0.000
1.203,1.771,0.000
1.052,1.561,0.000
1.180,1.766,0.000
1.064,1.606,0.000
1.048,1.595,0.000
1.027,1.577,0.000
1.161,1.799,0.000
1.024,1.600,0.000
1.134,1.786,0.000
1.118,1.776,0.000
1.010,1.619,0.000
1.135,1.835,0.000
0.988,1.612,0.000
1.013,1.668,0.000
0.966,1.605,0.000
1.088,1.824,0.000
0.971,1.643,0.000
0.965,1.646,0.000
0.945,1.627,0.000
0.948,1.646,0.000
0.941,1.650,0.000
1.049,1.857,0.000
1.046,1.868,0.000
0.917,1.653,0.000
0.911,1.657,0.000
0.900,1.653,0.000
1.017,1.884,0.000
0.891,1.668,0.000
0.885,1.671,0.000
0.895,1.706,0.000
